src	tgt	freq
ये	ये	1
प्रेरणा	प्रेरणा	1
टैग	टैग	1
ोर	,	1
आजौड	आज	1
कर्म	काम	1
खैरदा	खैर	1
खाना	खा	1
सातवे	सात	1
किसे	कि	1
प्राप्तं	प्राप्त	1
वर्षे	वर्षे	1
पुत्र्लोक	पुत्र	1
षमा	ष	1
आताचर	##छ	1
मित्र	मित्र	1
यादोड़ेत	याद	1
संतान	संतान	1
वह	ता	1
होना	##ना	1
मार	##ंदै	1
मुश्किलसी	मुश्किल	1
आठठा	आठ	1
हुआ	##ी	1
मंत्रीसी	मंत्री	1
क्या	ता	1
दौरे	दौरा	1
केह	##ै	1
लाौलपीति	ला	1
बातजी	##ि	1
निर्णय	फैसला	1
कालान	##यू	1
कर	##ि	1
कोई	##़ी	1
सांसराम	सांस	1
गोल	गोली	1
नहीं	##ं	1
कीरीप्	आ	1
थे	##ै	1
हुक्म	हुक	1
विधानसभा	विधानसभा	1
यह	##ी	1
कानूनून	कानून	1
नहीं	हैन	1
हुए	##दा	1
नहींंट	ना	1
नहींसे	ना	1
का	आ	1
1ार्ज	1	1
आई	सांस	1
सुपररइजवा	सुपर	1
देते	##ंदै	1
के	##ती	1
हालात	हालात	1
रा	र	1
तोड़ने	##ै	1
इोंति	इ	1
म्	!	1
विसरदाम	वि	1
सुशे	सु	1
थेदाम	थे	1
भाईासर	भाई	1
भरौरम	भर	1
भाईगे	भाई	1
सुशेासरदाम	सु	1
कैद	कैद	1
विसर	वि	1
कोदाम	##ै	1
आया	आए	1
जो	##ै	1
भाईशेसर	भाई	1
म	##ई	1
आपादाम	तु	1
पीछेिए	##छ	1
गदार	गा	1
ह	-	1
सो	सौ	1
औरदाम	आ	1
ल	श	1
िएदार	,	1
काट	##्या	1
पुलिससरथक	पुलिस	1
एकना	एक	1
ने	का	1
वकीलर्	वकील	1
सेचे	का	1
।ता	।	1
सर	”	1
विशे	वि	1
हुर	हु	1
र्	,	1
बोलार्	बोल	1
उसनेसर	##छ	1
के	##सर	1
हुआ	##सर	1
पेश	पेश	1
फिरशे	फिर	1
।रसर	।	1
हुर्	हु	1
बरर्	ब	1
परर	पर	1
बाकीसर	बाकी	1
दोशे	दि	1
सरनाम	सर	1
दौड़	दौड़	1
पीछेा	##छ	1
रहा	##या	1
भाईकू	भाई	1
गड़	ग	1
करू	##ँ	1
लगाई	##ंदै	1
मना	मन	1
भरी	##ँस	1
आयााज	आ	1
दिए	दिने	1
दोश	दुई	1
थी	##यो	1
उलकू	उ	1
लिखे	लिख	1
हाथकू	हाथ	1
तंत्र	तंत्र	1
गौड	ग	1
तंत्ऱ	तंत्र	1
गया	##़ा	1
उसको	##ंदै	1
ऊ	,	1
थे	##ये	1
छ	##ब	1
देखकर्रृ	देखि	1
यह	आ	1
राजां	राज	1
रानीवीं	रानी	1
महलमा	महल	1
करा	करा	1
राजधानीहा	राजधानी	1
यह	##ै	1
की	##ुई	1
उसने	आ	1
गया	##ंदै	1
और्ला	आ	1
जलयों	जल	1
मौतद	मौत	1
दिया	##ो	1
का	##ाना	1
सात्मजा	सात	1
गई	##ा	1
दीुम	##ल्या	1
उतार	ला	1
की	##य	1
यह	आनी	1
़	“	1
तुझे	तु	1
रानीयनधु	रानी	1
खाना	खाए	1
ुन	“	1
बोलाे	बोल	1
भ	##ब	1
पिे	प	1
तोा	तो	1
मैनााख्त	मैन	1
कीाख्ता	कै	1
किमा	कि	1
दिखामा	देखा	1
रानीी	रानी	1
दौड़यन	##ौड	1
बिनाह	बिन	1
रह	हैरान	1
बहादुर	बहादुर	1
करना	##वा	1
थे	##़	1
खाकरी	खाई	1
तीसरेेरिया	तिसरा	1
चौथे	चौथा	1
थे	##दै	1
ताप	ताप	1
चौथारिया	चौथा	1
देसीई	देसी	1
जड	जड	1
बूटी	बूट	1
पांचाक	पांच	1
ढ़	,	1
रहक	हैरान	1
उू	उ	1
बोलताल्टी	बोल	1
कुलल्टे	कुल	1
पेटसार	पेट	1
उसकेू	##रै	1
अति	अति	1
िरा	,	1
दांतड़नेंज	दांत	1
यंत्र	यंत्र	1
जबूर	दाँत	1
सिरम	सिर	1
थांज	##यो	1
जि	ज	1
थाहम	आ	1
ने	##ंदै	1
च	##थ	1
तालिका	तालिका	1
नाकुरतवान	नाक	1
एकखे	एक	1
फ़	,	1
कीकरु	की	1
फैसलािता	फैसला	1
चिया	च	1
फैसलेु	फैसला	1
दंड	दंड	1
डालावान	##ो	1
दिखाए	देखा	1
उसकेधु	।	1
हटा	हटा	1
हो	##या	1
की	##ाना	1
भक्तु	भक्त	1
सुनाई	सुनाई	1
तीनना	त्	1
कल	क	1
एकु	एक	1
25ु	25	1
वान	,	1
भक्तुाक	भक्त	1
कुी	कु	1
जाता	निकली	1
दूरू	दूर	1
रिश्ताू	रिश्ता	1
भक्तकाू	भक्त	1
खालीरा	खाली	1
शौकू	शौक	1
करे	क	1
करें	बात	1
32	32	1
1000ह	1000	1
कीू	##ी	1
गएू	##के	1
झल्लीक	झ	1
खानेू	खा	1
रहन	रहन	1
भक्तना	भक्त	1
कूल	क	1
पुराने	पुरानै	1
वार	वार	1
भक्तहू	भक्त	1
भक्तकर	भक्त	1
स्टर	,	1
जाए	##ै	1
55ू	55	1
ने	##व	1
गई	##श	1
रही	##ई	1
खुशु	खुश	1
तो	##ंदै	1
कीन	##ला	1
कोई	##़	1
कोु	##े	1
तीसरेाक	तिसरा	1
हुए	##े	1
एक्सचेंज	एक्सचेंज	1
पुर्ण	पुर्	1
थास	थे	1
चती	च	1
करीस	करी	1
करीजा	करी	1
माहयम	माह	1
हारलािरण	हार	1
नाचमी	नाच	1
मायावारम	माया	1
करणगट्	##ंदै	1
बासकट	बास	1
चठे	च	1
गािटसी	गा	1
मिस	मि	1
मरीासरा	मर	1
नवा	नवा	1
दोरिम	दुई	1
एकीास्र	एक	1
टग	ट	1
एक	,	1
दोदेा	दुई	1
खुददेा	खुद	1
सरशखहे	सर	1
शरद	शरद	1
रोजमीण	रोज	1
ताना्श	ता	1
खुदत्ति	खुद	1
दिा	दि	1
कीदे	##़	1
बोलनाड़	बोल	1
है	का	1
मराठी	मराठी	1
आखिरहे	आखिर	1
उसको	कि	1
ईमानदार	ईमानदार	1
ताना	ता	1
अल्लाहत्ती	अल्लाह	1
खुद्श	खुद	1
बदे	ब	1
बोलने्य	बोल	1
गयाख	##ंदै	1
बाताब	बात	1
दिए	द्या	1
रुप	रुपया	1
पचासा	पाच	1
प	पेट	1
को	##त्ति	1
बतायाी	बोल	1
सरत्ति	सर	1
दिया	##ठो	1
आशीर्वाद	आशीर्वाद	1
पराब	पर	1
ने्श	##ं	1
गया	दी	1
रुपयेदा	रुपया	1
तीर्थदा	तीर्थ	1
को	##ए	1
सेक	##िय	1
इधर	##ेत	1
था	##द	1
थे	##रे	1
उधर	ते	1
तीसख	तीस	1
बश	ब	1
अपनेा	आप	1
अल्लाहख्शत्ति	अल्लाह	1
का	कै	1
ासणमी	,	1
करीी	करी	1
दि्श	दि	1
खुद्शा	खुद	1
खुद्शघा	खुद	1
कर	थे	1
ुड़	-	1
खुड़	ख	1
खुदास	खुद	1
पुलिसा	पुलिस	1
बण	ब	1
मरास	मर	1
थाण	थे	1
मर्तबा	मर	1
सी	कि	1
लो	##न	1
से	##र	1
राजासेन	राज	1
भद्र	भ	1
सुवर्ण	सुवर्ण	1
“िद्ध	“	1
बोलास	बोल	1
ही	##ं	1
धर	,	1
त्ूटरिक	त्	1
रावण	रावण	1
थाबेर	थियो	1
सुवर्णििद्धस	सुवर्ण	1
दोनोंब्र	दुई	1
गायत्री्लू	गायत्री	1
तिवारीब्र	तिवारी	1
लाइ्लूेर	लाइ	1
गायत्रीियन	गायत्री	1
गिनती	गिनती	1
गायत्री	गायत्री	1
वर्षों	साल	1
नेशनल	नेशनल	1
27	27	1
द्वारा	।	1
ट्रस्ट	ट्रस्ट	1
मेंनगर	के	1
लेखकोंज़	लेखक	1
रुपएह	रुप	1
एहसासबीी	एहसास	1
हुआ	##ई	1
क	##ा	1
ललित	ललित	1
संपादक	संपादक	1
मेश	म	1
हार्दिकण्ड	##िया	1
टी0	टी	1
चिन्ह	चिन्ह	1
ृति	,	1
अनुसारमॉलफल	मुताबिक	1
समापन	##खरी	1
समारोहडम	समारोह	1
कृष्णा	कृष्णा	1
कुल्ल	कुल	1
सरोज0के	सरोज	1
सुशील	सुशील	1
परमबुक	परम	1
ठाकुरेश्वर	ठाकुर	1
गुप्ताार	गुप्ता	1
कुमारी	कुमार	1
श्रीमतीवी	श्रीमती	1
नरेंद्र	नरेंद्र	1
दीयास	दी	1
ौ	,	1
कृष्णुरा	कृष्ण	1
सुप	सु	1
शन	,	1
पवननू	पवन	1
कुमाररीश्री	कुमार	1
मरेंद्र	म	1
हरिगि	हरि	1
रप्	र	1
श्	,	1
विजय	विजय	1
महादेव	महादेव	1
श्रीय	श्री	1
विनोदिया	विनोद	1
वर्मातन	वर्मा	1
।दर्शन	।	1
प	आ	1
सचिव	सचिव	1
फांसीपेंव	फांसी	1
पील	पे	1
कानूनी	कानूनी	1
कुं	:	1
कु	:	1
ल	-	1
ु	:	1
कोराम	का	1
वरसॉय	व	1
सिनेमा	सिनेमा	1
हैं	##नु	1
पयानंगाीगे	खा	1
चिकनजी	चिकन	1
ल	मि	1
़ंदर	,	1
है	##िम	1
का	किया	1
से	##ये	1
आजिर	आज	1
मेंॉय	के	1
वरस	व	1
पर	##्या	1
पांडेन	पांडे	1
गए	##़ी	1
भयंकर	खतरनाक	1
एस्लूडम	एस	1
कसा	##ये	1
गौरव	गौरव	1
अधिकारीपी	अधिकारी	1
ईमानदाराल	ईमानदार	1
नशेिनी	नशा	1
कारोबार0	कारोबार	1
कांगड़ा	का	1
आपने	##या	1
हमीड़ा	हमी	1
3रपुर	त्	1
हिमाचला	हिमाचल	1
ंगरपुरड़ा	,	1
धर्मशाला्लू	धर्म	1
सेड़ा	से	1
शिक्षणरपुर	स्कुल	1
पूर्व	पूर्व	1
मुख्यमंत्रीूम	मुख्यमंत्री	1
केरपुर	।	1
हिमाचलरपुर	हिमाचल	1
पालपुरम	पाल	1
जोिनकोठाग	जो	1
कीज	##ं	1
जल्ला	जल	1
अपराधी	दोष	1
साहबए	साहब	1
हाथद	हाथ	1
उसेिट	##ये	1
केया	##ह	1
खारिज	खारिज	1
निर्ंड	नि	1
सुप्रीमभ	सुप्रीम	1
कामेयान	काम	1
बुराह	बुरा	1
जिलांग	##िला	1
कुलघाट	कुल	1
देव्लू	दे	1
जातेड़ींग	##े	1
डाउन	डाउन	1
लॉक	लॉक	1
चेह	'	1
राजधानीरसॉय	राजधानी	1
गेम्स	गेम्स	1
लैपटॉप	लैपटॉप	1
बा	के	1
व	वायरस	1
एकतर	एक	1
क	?	1
कोरोनाू	कोरोना	1
मां्फ	आमा	1
कर्यू	कर	1
कर	##क	1
ूड़ा	:	1
है	##न	1
से	##ऐ	1
हैलो	हे	1
कहती	बोले	1
मु	म	1
होबार	##के	1
राधाे	राधा	1
तुम्हेंड़ी	##स	1
मीनाख	मीना	1
साधारण	साधारण	1
होती	##ऐ	1
रहा	,	1
राधां	राधा	1
सलमान	सलमान	1
बच्चन	बच्चन	1
तूटरी	तु	1
फ़	-	1
हम	ह	1
नी	:	1
कुलली्लू	कुल	1
राधाून	राधा	1
परनी	##ह	1
रिया	:	1
बंद	बन्द	1
तुम्हारे	तुम	1
फ	##ह	1
गल	:	1
मोयी	मां	1
आई	##े	1
है़िज	##ं	1
मां्ज	आमा	1
खानेही	खा	1
थारी	थियो	1
प्जा	प	1
जाओ	##ं	1
तू्जा	तु	1
हैिज	##ं	1
िज	:	1
खाने़	खा	1
वाला़ा्ज	##स	1
ढंग	ढंग	1
करके	##ं	1
सास्ता	आमा	1
ोनी	?	1
पासूड	पास	1
कौनूरी	कुन	1
वालांद	##ह	1
करोड़ों	करोड	1
का	##्या	1
कर	##ऐ	1
नाकगोतेर	नाक	1
सूर	सु	1
कैमा	कै	1
कैफ	कै	1
िनी़	,	1
दर्शनवा	दर्शन	1
करोड़ों	करोड़ों	1
कोों	,	1
गरीबों	गरीब	1
से्लू	से	1
सागरमेंट	सागर	1
सीांटगपुर	सी	1
गोविंदासल	गोविंद	1
ग्ग	ग	1
मिगान	मि	1
रुौमाल	रु	1
चप्पलंजर	चप्पल	1
काल	क	1
मन्दिर	मन्दिर	1
ररनािबणीौरीसर	र	1
टाच	टा	1
रइ	र	1
डंटकै	,	1
स्िमरोिजंडल	स्	1
सिरासिकलौर	सिर	1
फार्ममूट	फार्म	1
नाणु	ना	1
जिले	जिला	1
रेहनका	रे	1
पॉलरपुर	पॉल	1
इिटेक	इ	1
टींस	टी	1
हमी्न	हमी	1
्टीट्यूट	,	1
स्पी्ज	स्	1
ऊनौल	ऊन	1
सबहति	सब	1
ऊनिला्ट	ऊन	1
फार्म	फार्म	1
एरियाासगलाूट	एरिया	1
संस्मरण	सं	1
लालर्थीद	लाल	1
शेरायर	शेर	1
शी	श	1
ओ	##ो	1
प्रार्थी	प्रा	1
लगाकर	##ई	1
मेरेदेवी	मेरो	1
सातश्री	सात	1
कुलदाल्ल	कुल	1
प्राुर्ज़र्थीिब	प्रा	1
लालवीा	लाल	1
चांद	चांद	1
जयदेवी	जय	1
गैलरी	ग	1
आर्ट	आर्ट	1
निकोरिकलस	निको	1
कुलंद्र	कुल	1
कलार्थीके	कला	1
प्रा्लू	प्रा	1
हिमाचलभूमि	हिमाचल	1
बाबाट	बाबा	1
छत	छत	1
अकबर	अकबर	1
आज्र	आज	1
वालीी	##ऐ	1
देवींग	देवी	1
ब्र	ब	1
कामु	का	1
काड़ा	##ऐ	1
चांडांग	चा	1
आश्रम	आश्रम	1
गुरुब्बताईी	गुरु	1
पर्यटक	पर्यटक	1
वर्ष	साल	1
भोनाथजनाैले	भो	1
जिलाग	##िला	1
मातासा	माता	1
बिजलीखल	बिजली	1
बालकष्ण्लू	बालक	1
रोतान	र	1
महादेवेीघ	महादेव	1
मातापुर	माता	1
सुुनाथ	सु	1
बाबाै	बाबा	1
किलोमीटरग्लूा	किलोमीटर	1
दूर्ग	दूर	1
हैरिपुराऊर	।	1
कुलआ	कुल	1
चरु	चर	1
कीी	।	1
सा	##दगी	1
वी	‘	1
दशहरी	दश	1
आमड़ा	आम	1
देसी	देसी	1
हैंंग	।	1
मीठा	मीठा	1
अमर	अ	1
ठाकुरु्	ठाकुर	1
समाजवीज़	समाज	1
ुशी	'	1
कार्य्	कार्य	1
सितंबरसज़दलकार	सितंबर	1
प्रदेशिणीदन	प्रदेश	1
कुलिल्लू्ड	कुल	1
कोथर	##ु	1
पाल्लू0	पाल	1
पं0	पं	1
उपाध्यक्षछी	उपाध्यक्ष	1
चचंद्रेंटैपंग	च	1
हर	खुश	1
सचिवड़ा	सचिव	1
मस्ताना्टर	मस्त	1
हुए	हुए	1
लेखकों	लेखकों	1
स्तरीय	स्तरीय	1
जोर	जोर	1
दिया	दिया	1
लेखनप्रकाश	लेखन	1
रचनात्मक	रचनात्मक	1
आह्वान	आह्वान	1
करते	करते	1
अवश्य	##ईस	1
इंडियाथ	इंडिया	1
लाखकेॉरंतरु	लाख	1
कार्यिटी	काम	1
रुपएंडरींतर	रुप	1
सीनियर	सीनियर	1
के	##्या	1
श्रीवास्तव	श्रीवास्तव	1
आगेरज	आगे	1
।थ	।	1
हेिटीमर	हे	1
एयरपोर्टओं	एयरपोर्ट	1
टीमर	टीम	1
पत्रकाराज	पत्रकार	1
पलथ	पल	1
फैसलावीर	फैसला	1
मीनावी	मीना	1
जश्	ज	1
दीपकू0	दीपक	1
कुलक्षी	कुल	1
।मंज	।	1
आचार्यस	आचार्य	1
पीयवाल	पी	1
रू्लघ	र	1
आपका	का	1
संदीपपघुवनसिंह	संदीप	1
काचर0	का	1
डीडम	डी	1
हाुजरी	हा	1
विजय्ती	विजय	1
अै	अ	1
जिलों	जिला	1
छोटी	छोटी	1
कलाकारों	कलाकार	1
महोत्सव	मेला	1
कविताार	कविता	1
दौर	फिर	1
ऋ	ऋ	1
मंडीग्वे	मंडी	1
श्रावण	श्रावण	1
मुख्य	मुख्य	1
डीसी	डीसी	1
दंडद	दंड	1
प्रथम	शुरु	1
।ाधिकारीथि	।	1
रहे	थियो	1
शुभारंभेश्वर	शुरु	1
हुआ	।	1
ठाकुर्ल	ठाकुर	1
सिंहुलेरियाु	सिंह	1
इवी्लूमेलराम	इ	1
रोशनंदरा	रोशन	1
किरण	किरण	1
मना्लूशधी	मना	1
दीपकवी्लु	दीपक	1
मठेड़	म	1
जिला्लूास	जिला	1
बिलपुर	बिल	1
शहर्लू	शहर	1
खराष्णृ	खरा	1
बालकष्ण	बालक	1
शहीद्लूृ	शहीद	1
मिलष्णिट	मिल	1
अंतिम	अंतिम	1
राजकीयशान	राजकीय	1
सम्मानम	सम्मान	1
गोविंद	गोविंद	1
मंत्री्लू	मंत्री	1
तिर	तिर	1
थांगेष्णृ	थियो	1
हिमाचलड़ा	हिमाचल	1
फी	फ	1
पालंटपुरल	पाल	1
जिलांगम	जिला	1
मिलड़ा	मिल	1
कैिट	कै	1
एरिया	एरिया	1
का्री	का	1
गुट	ग	1
पानी	पान	1
हिमाचलपारका	हिमाचल	1
खै	खै	1
मसाला	मसाला	1
बिक्रीनी	बिक्री	1
गूगल	गूगल	1
मौसमं	मौसम	1
ोडतर	:	1
की	ब	1
तरु	-	1
करती	काम	1
बेटीक्क	ब	1
छट्टे	छ	1
दालोलेतरु़	दाल	1
ख	##िला	1
हैं	##ऊ	1
गे	-	1
।ोस्न्द	।	1
मजदूरुआ	मजदूर	1
ब	##ंध	1
राजस्थान	राजस्थान	1
0पी	,	1
आजगान	आज	1
दुनियाती	दुनिया	1
देखी	देख	1
बोलफ़	बोले	1
आजकलों	आज	1
करके	##ह	1
शैली	शैली	1
प्र	##ेत	1
कामत	काम	1
एड	एड	1
होमिशनिश	या	1
ज़	##़	1
देशमान	देश	1
नेतादार	नेता	1
आ्रोमित	##ह	1
तूती	तु	1
सरनीींदरिक	सर	1
सुम्रोमित	सु	1
हीी	-	1
कामंदर	कामे	1
रा्रो	रानी	1
काममिती्रो	कामे	1
का	##दी	1
नाकँ	नाक	1
साी	सा	1
सारांदरते	सारा	1
तुमने	##स	1
खोटेए	खो	1
तो	##से	1
तूी	तु	1
।ंदर	।	1
ायर	,	1
मेंकी	के	1
बापलज	बाप	1
कम0िस्ट	कम	1
हैिश	##ह	1
मामा्नर	##ुआ	1
पी0	पी	1
मेरालासायर	मेरो	1
रिट्क	रिट	1
जूनियरलरंुरा	जूनियर	1
जैसाींदर	ऐसा	1
सुखी	सुख	1
तो	##़े	1
डेढ़क्का	डेढ़	1
बालसकियल	बाल	1
फो	फ	1
ुर्ग	,	1
देसीारा	देसी	1
मब्री	म	1
ीी	:	1
ंदर	-	1
पेट्रोमित	पेट	1
न्द	-	1
तू्रोंगमित	तु	1
तेरे्रो	##रो	1
नहींंदर	##ई	1
लेती	##ंसे	1
स्रो	स	1
तूमित	तु	1
हूंींदर	##ं	1
स्ते	:	1
नम	न	1
कर	##ने	1
बहु	ब	1
थीी	थ	1
तारीफींदर	तारीफ	1
सिींदर	सि	1
वह	,	1
ंदर	##ह	1
बारेंही	बारे	1
ऐसा	ऐसा	1
ंदर्रो	-	1
सिमिती	सि	1
होकर	आई	1
माय	मां	1
मांके	आमा	1
सदी्रेंसवे	सदी	1
सर्विस	सर्विस	1
मोबाईलव	मोबाईल	1
माईंड	माई	1
टॉप	टॉप	1
आते	##ा	1
जीन	जीन	1
रिमोट	रिमोट	1
कामॉनक्	काम	1
इंटरनेटक्शन	इंटरनेट	1
वन्फ	,	1
फैशनरो	फैशन	1
स्कर्ट	स्कर्ट	1
चलते	चलते	1
मोुरु	मो	1
टुकड़े	टुकड़े	1
सूपोस	सूप	1
नहींऊगेज़	नहीं	1
ल्ेमो	,	1
मीनॉक	,	1
पासी	पास	1
शलियों	श	1
जूसटेल्ता	जूस	1
भट	भ	1
बर्	बर्	1
ढ	ढ	1
ेकगर	,	1
सूखे	सूखे	1
बाईकूिकक्श	बाई	1
ावटी	,	1
बोतलैप	बोतल	1
लेना	##ऐ	1
खाे	खा	1
में्लू	के	1
19स	19	1
अतिथि	अतिथि	1
इंदिरा	इंदिरा	1
महेशिंग	महेश	1
कमानंकर	कमान	1
जितेंद्र	जितेंद्र	1
बागाली	बाग	1
शड़ी	श	1
दिल्लीमारवें	दिल्ली	1
सांस्कृतिकंग	सांस्कृतिक	1
कार्यक्रमार	कार्यक्रम	1
संगीतड़ी	संगीत	1
टी	,	1
पहा	पहा	1
पहाार	पहा	1
धामज़	धाम	1
राणाण	राणा	1
कुलिंगबी	कुल	1
महाजीत	महा	1
कमान	कमान	1
सभार	सभा	1
चेयरमैन	चेयरमैन	1
सहि	सहि	1
राणा	राणा	1
सिंहवंकर	सिंह	1
ख़	##ुस	1
सफलता	सफलता	1
शुभारंभ	शुरु	1
श्री0	श्री	1
श्रीवर	श्री	1
बलपति	बल	1
पंचायतदेव	पंचायत	1
आईानी	आई	1
मनोहर	मनोहर	1
एसभ	एस	1
ठाकुरूषण	ठाकुर	1
सहयोगीप्	सहयोगी	1
पाठकटी	पाठक	1
शर्मांक	शर्मा	1
डिकोटिया	डि	1
ठाकुरके्षणानी	ठाकुर	1
विरम0रेनी्द्र	वि	1
रेखा	रेखा	1
गुप्तांद	गुप्ता	1
भावी	भावी	1
पूर्वना	पूर्व	1
प्रत्याशी	प्रत्याशी	1
स्थानीय	स्थानीय	1
भाजपा	भाजपा	1
पार्षद	पार्षद	1
रह	रह	1
अल्लाहज़म	अल्लाह	1
ान	'	1
म	'	1
गुना	गुना	1
तूुन	तु	1
तोजी	##स	1
संसदी	संसद	1
कुश्त	कु	1
औ	ला	1
दुनियाकात	दुनिया	1
पे	पांच	1
खेलों	खेल	1
ड़े	.	1
स्कूलौर	स्कुल	1
एम0बह	एम	1
गोल्डिस्ट	गोल्ड	1
मेट्रिकर	मे	1
1919	1919	1
मिश्राच	मिश्रा	1
रतन	र	1
मिश्राैं	मिश्रा	1
होते	कि	1
ब	बे	1
मिश्राह	मिश्रा	1
कॉम	कॉम	1
स्कूलक्स्प्लै	स्कुल	1
बातला	बात	1
आ	##खरी	1
शायदस	शायद	1
अंग्रेजी	अंग	1
दी	##ऐ	1
हिंदीपीगोल	हिन्दी	1
हमीरपुर	हमी	1
सैनिक	सैनिक	1
केगल	।	1
कर्नाटक	कर्नाटक	1
मुम्बईटट	मुम्बई	1
साथ	##ह	1
साथ	-	1
राजकुमारेश	राजकुमार	1
एप	ऐप	1
टिॉक	टि	1
बिहार00पी	बिहार	1
बादैक	पश्चात	1
।ंज	।	1
है	हैं	1
नृत्यशाला	नृत्य	1
माल्जा	माल	1
बागंिन	बाग	1
उसनेनक	।	1
अर्जुनपतिेसी	अर्जुन	1
हीेसी	##से	1
बजर	ब	1
पाल्ज	पाल	1
एक	##से	1
हुआ	##ह	1
अर्जुननकेसी	अर्जुन	1
काौ	का	1
माते	आमा	1
पूछने	पु	1
आँखेंो	आंख	1
भीमौ	भीम	1
खुश्रसेनपदी	खुश	1
प्रेमओ	प्रेम	1
पट	प	1
प्रेमट	प्रेम	1
प्रेमवारी	प्रेम	1
बातट	बात	1
प्रेमधीपार	प्रेम	1
न्यायधी	न्याय	1
प्रेमपा	प्रेम	1
बुन	ब	1
हैा	##े	1
मेंढ़	##ह	1
औराभिरा्नू	,	1
पदहुया	पद	1
सोढ़	सो	1
बाराँ	बार	1
लु	ल	1
‘गर्द	‘	1
लेनागाान	से	1
सू	स	1
उर्दून्रा	उर्दू	1
उर्दू	उर्दू	1
भूगोल	भू	1
फ्री	फ्री	1
मेंपि	##़	1
मास्टर	गुरु	1
ते	तेज़	1
किसनू	किस	1
डर	डर	1
।ाल	।	1
झ	से	1
कौन	को	1
गणितगोल	हिसाब	1
अंग्रेजीयोजब	अंग्रेजी	1
जाता	##ह	1
जनवरी	जनवरी	1
भूस्ैकगोल	भू	1
मेंंटी	##मे	1
कराना	थियो	1
प्रिपल	प्र	1
ज़	“	1
हारी	हा	1
वाला	##ोस	1
मास्टरे	गुरु	1
मिल	म	1
सिंहफल	सिंह	1
हिमाचललन	हिमाचल	1
नम्बर	नम्बर	1
हिसाबजनविगोल	हिसाब	1
फेलगोल	फेल	1
।वि	।	1
डिजन	डि	1
नंबररा	नम्बर	1
के्रिक	##ह	1
आगे	आगे	1
लाईन	लाईन	1
फील्ड	फील्ड	1
पत्रकारिता	पत्रकारिता	1
ऑल	ऑल	1
प्रदेशाध्यक्ष	प्रदेशाध्यक्ष	1
ऐ	##ह	1
दयाथर्डम्ल	दया	1
ऑहि	ऑ	1
संस्थापकमज़	संस्थापक	1
शंकरिल	शंकर	1
आर्टर्स	आर्ट	1
अवशनलंड	अव	1
संस्थापक्म	संस्थापक	1
फ़राजनी	फ़	1
बलिल	बल	1
।कार	।	1
साल्ड	साल	1
लगातारन्द्र्	लगातार	1
गिड	ग	1
संस्थापकिलेंट	संस्थापक	1
बादथर	##छ	1
मरर्दिबुस्ज़	मर	1
काथर्थीाओं	।	1
लालल	लाल	1
थर	थर	1
जी	##ी	1
सिंहुलावि	सिंह	1
ग़	गुरु	1
पीछेजन	##छ	1
फोटो	फोटो	1
नलको	न	1
आिन्	आ	1
िंदगी	,	1
सड़ों	स	1
हजारोंन्ने	हजारों	1
खुद	परमेश्वर	1
न	##्का	1
पु	##न्ना	1
होंपिखरीदयरंशी	##ं	1
श्टन	श	1
हो	,	1
चाैक	चा	1
होंदेव	या	1
लेखकह	लेखक	1
श्रीी	श्री	1
हैंन्ने	##क	1
ु	"	1
कुोंमुखरीी	कु	1
देवद	"	1
पन्न	प	1
